PCA1,PCA2,PCA3,rank
2.1729491427658916,-3.1997904775143593,-2.0978996284338907,1
-0.3107053205158914,0.03904867977452558,-1.16199612346118,1
-1.7445198777900668,-0.7960498871887105,0.4086561861588883,1
-3.1569830865048165,-0.9174333949169106,-0.2965466752397359,1
0.8452629560197178,2.4223182521587465,0.34315720581372966,1
-0.4145220619240424,1.5683322119058571,-0.42625567481144183,1
0.7362910525970897,-2.1049391076461568,-0.18964929995362276,2
-1.7187229492832297,-0.2831079609693767,-2.5716158335883366,2
-0.08530249731334497,0.15134989787536576,1.7725753867862135,2
0.9191559971485457,1.5585627697556002,-0.8379725178540447,2
-1.154932473172929,2.296273835425328,0.3252322606638466,2
0.08063339787453751,1.4721964169122326,-0.6772153990778605,2
4.281329527153269,0.07331514506030935,0.015843050326058695,3
0.7325149997298991,-0.5682349081465852,-1.9277458498484283,3
-1.4957163785469196,-0.18616803642087446,0.5651660861841213,3
0.46940632976754154,-0.8011767787448114,-0.5903172484198737,3
-1.7440641486200537,0.9088257871536872,-0.5953757495874442,3
0.04183920090264252,-2.488817822920616,1.8382786290921427,3
2.1729491427658916,-3.199790477514358,-2.097899628433892,4
0.08396393549490701,0.8567457465403422,-1.055462636892791,4
0.4840343172996047,2.200826935882642,-1.363826153424323,4
-3.4042110672568953,-0.04780734406939281,0.7068069092208488,4
-1.5427880669375207,-0.7093048500521112,-2.5696402070045194,4
-0.6946939489593082,0.9795172382851303,-0.3556709153738101,4
-2.726283065997206,-0.3264582533606626,-1.3465660418119205,5
0.07650287324978587,0.9657964781053,-1.8920024135286422,5
0.6163476494677209,2.038633554366699,-1.0128203125372024,5
1.679146863100547,3.7265967939663263,0.05773931683523249,5
0.09227042812532145,1.7970535628109925,-1.0217171703319126,5
-1.456641556722038,0.14574405940619398,0.11873854762212843,5
-1.1332019490283103,2.4175428455657926,1.6252391142695901,1
1.101898712220099,0.3564853825293331,2.193636458988758,1
-3.588859160324913,-1.316808692479782,0.6989149349121563,1
0.8439271591505968,-1.7314985617455563,1.7492358926760414,1
1.32308383842791,0.7819227151631098,-0.7417195800437084,1
-1.5826953723848178,-0.6940428950964028,0.5423474402566595,1
0.08396393549490704,0.8567457465403422,-1.0554626368927909,2
1.8420071319426803,-0.16421965475858322,-2.251564017561114,2
1.9926410584329155,3.081525138184964,0.48014024050455734,2
2.0564774442750213,0.8780348881634795,0.01862650726874541,2
3.5552515251115175,-1.3797825107222756,-1.5060997564370064,2
4.028208545128509,0.47555725116504804,-1.1627329363658943,2
-1.7303599795340134,-0.607965106868137,-2.2271140623342847,3
-1.4110628018501574,-0.9439507504357785,1.171346573114091,3
1.3194260030370173,-1.3842214672960147,1.1397026759574154,3
2.0448404140242373,0.5531777422647196,0.3631282785227981,3
0.9229081171009269,-1.4354242813719162,1.9056680988025199,3
4.053768326758802,0.25706435836393177,0.05639621687785928,3
-2.095234370186346,-0.939212174439951,-0.6643275518523571,4
-1.1290113451461414,2.5511743865377636,0.71218759426015,4
-1.7591748860165983,-1.151066789290634,-1.6742350873605305,4
-0.17648429835691193,-1.5232681455092785,0.4324917907466968,4
0.18414743816688547,-0.25482674059712973,-0.4851610242650097,4
0.0907447927653114,0.24564996097974606,0.18025756584491853,4
0.33758923114358763,-1.6442292964925003,-1.1695225876826223,5
-0.292976266682056,0.5578515000617396,-0.9993354652569183,5
-3.4537769196924852,-1.348935866181311,1.48406272218429,5
-1.1332019490283103,2.4175428455657926,1.6252391142695901,5
1.280298728678717,-1.0024138883301525,-0.5802733112410431,5
4.054343987145646,0.5925470259950724,-0.5953960164397315,5
-1.7475378557658139,-0.826209643391874,-2.0187368586145826,1
0.3686722320684939,1.4116869629089677,-0.6110631534160613,1
-2.73792009624799,-0.6513153992594226,-1.0020642705578688,1
-1.0757229054982211,2.1856421477674983,1.118879948054647,1
-1.1626655674898863,-0.01327683496690574,1.0164945901480689,1
4.068650404893542,1.2815240893389017,-0.6712947782324336,1
0.13859164931381576,-0.2539777291273056,1.1738037989229644,2
-1.4957163785469196,-0.18616803642087457,0.5651660861841212,2
-0.3464898712766917,-0.46651567605403965,-0.8072840415277983,2
-0.9935655518508008,0.027719227443791832,2.721153181817766,2
-1.8231560513032758,-0.38035333495515067,-2.2566728040381,2
3.940763738340732,0.32823755023806445,-0.5885150305006521,2
-0.5022416967850217,0.26879330837453524,-0.9180200165271455,3
0.3686722320684939,1.4116869629089677,-0.6110631534160613,3
1.3087774206800138,0.09294565181928113,-0.6658208182510065,3
-0.07163938451538147,-0.6874194349434932,-0.9597849071034968,3
-0.7187887202178154,-0.11019828681811575,0.9325481584526548,3
-1.1332019490283103,2.4175428455657926,1.6252391142695901,3
-1.7706292681044207,-0.6045659211521335,0.23337862592388744,4
-0.5351781974219889,-0.9600323618565286,2.5182270373003033,4
-1.8313009120640926,-0.7180147482832011,-2.0164140810137208,4
0.12695461906303213,-0.5788348750260659,1.518305570177017,4
0.11717116917138858,-1.3679095980762555,0.6095284724442792,4
0.8561061844717803,-0.031571762875012586,-0.38782831901607906,4
-1.7445198777900646,-0.7960498871887102,0.4086561861588878,5
-0.49754686302144613,-0.010213821137600967,1.6478953845726223,5
0.5318175589464473,-2.0295313092583522,-0.20885229115867235,5
-1.1144164253195588,2.545066797960271,-0.41151786282104885,5
4.26304341335634,0.8922286876719909,-1.2758160834280403,5
-0.039294347123084314,-1.1957066874274545,0.14425526471493877,5
-0.5184963452454726,-0.3009262538915876,2.270378617772469,1
-1.5073534087977034,-0.5110251823196348,0.9096678574381732,1
-1.630268255175008,-1.3234952350272318,-1.3151873910465697,1
-0.4235863849053673,0.5326158559302147,-0.2480989950573009,1
0.5694180128325865,0.249212994804256,1.9799943394495447,1
0.4106318783079932,-2.396533687750143,1.3358948720527841,1
-3.4344779468926716,-1.3571767213160568,2.6533715083533855,2
-0.4266348451239548,1.0018799703108867,0.9536569835834178,2
-1.4166304817690638,0.08175747399534669,1.5893726248145705,2
-0.2758908182182234,0.46921377400943254,0.7185598654003467,2
4.024774072900247,-0.21606376121803414,2.847011683642959,2
3.2393633467022,-1.1713687001528217,-1.0547926159667262,2
-0.24904112316930163,7.064118855816732,0.8102076410972485,3
0.46110862207301073,0.4001513827975824,-0.2701369587220259,3
-1.7475378557658139,-0.826209643391874,-2.0187368586145826,3
-1.3866807364742433,-0.7519590710002126,-0.9018668488477835,3
-0.5258521987908443,-0.1025897218991956,0.4998308049622375,3
-0.04362627025132988,1.6822882474341223,-0.5468911644732225,3
-3.1686201167555987,-1.2422905408156713,0.04795509601431584,4
2.0813354296236724,-4.038533245140257,1.217190669466344,4
0.8336259257689346,2.0974611062599866,0.6876589770677823,4
-0.42615909217482634,1.243475066007097,-0.08175390355738842,4
-1.5544250971883045,-1.0341619959508714,-2.2251384357504675,4
3.3048437157606694,-2.3017344084141516,1.1702753559403376,4
-1.7475378557658139,-0.826209643391874,-2.0187368586145826,5
1.3713347331454202,-0.34634730182164797,4.6335845445303185,5
3.2564908458304376,-4.703613674432689,1.4884284470139242,5
1.4051575759555404,0.0638503421812756,0.5313940007736463,5
-0.49754686302144613,-0.010213821137600967,1.6478953845726223,5
-0.189405571111903,1.5062056243592694,-1.463447477626926,5
